MOVIE NAME,CAST,MENTIONS,TOTAL CENTRALITY,COUNT,AVERAGE CENTRALITY
Muqaddar Ka Sikander,kaamna,21,806.3333333,166,4.857429719
Muqaddar Ka Sikander,the,33,453.5,307,1.477198697
Muqaddar Ka Sikander,fatima,7,1961,89,22.03370787
Khatta Meetha,anjali,0,1239,77,16.09090909
Once Upon a Time in Mumbaai,rehana,3,80,34,2.352941176
Once Upon a Time in Mumbaai,girl,1,6,4,1.5
Aisha,woman,1,175.3333333,23,7.623188406
Aisha,pinky,3,288,38,7.578947368
Aisha,shefali,14,1229.8,147,8.365986395
Aisha,aisha,53,3290.055556,415,7.927844712
Help,carol,5,392.1666667,93,4.216845878
Help,woman,1,49,16,3.0625
Help,pia,24,768.1666667,297,2.586419753
Help,girl,3,465.3333333,49,9.496598639
Help,dia,12,892.1666667,128,6.970052083
Peepli Live,nandita,3,55,51,1.078431373
Lafangey Parindey,girl,1,75,15,5
Hello Darling,bhai,1,100,14,7.142857143
Hello Darling,satvari,6,566.6666667,54,10.49382716
Hello Darling,hardhik,25,340.6666667,163,2.08997955
Hello Darling,girl,0,0,0,0
Hello Darling,mansi,10,633.5,85,7.452941176
Life Express,mother,1,183,15,12.2
Life Express,mumbai-based,0,0,0,0
Life Express,gauri,2,50.83333333,26,1.955128205
Aashayein,padma,13,179,138,1.297101449
Aashayein,girl,1,821.65,43,19.10813953
Aashayein,nafisa,4,0,43,0
Satyam Shivam Sundaram,roopa,20,740.6666667,140,5.29047619
We Are Family,mother,2,159,30,5.3
We Are Family,arora,1,156.5,16,9.78125
We Are Family,woman,0,0,0,0
We Are Family,shreya,45,1435.333333,386,3.718480138
We Are Family,maya,22,496,294,1.68707483
Tere Pyar Mein,a,14,30,89,0.337078652
Dabangg,nirmala,7,150.6666667,52,2.897435897
Dabangg,girl,2,119,16,7.4375
Dabangg,daughter,2,26,14,1.857142857
Robot,sana,18,447,157,2.847133758
Robot,student,2,151,37,4.081081081
Trishna,aarti,7,96,79,1.215189873
Trishna,vidya,4,173,45,3.844444444
Anjaana Anjaani,kiara,38,680,236,2.881355932
Khichdi: The Movie,hansa,5,222.5,46,4.836956522
Khichdi: The Movie,parminder,2,69,41,1.682926829
Khichdi: The Movie,girl,1,40,6,6.666666667
Trishul,shanti,13,0,79,0
Trishul,shekhar,6,165,41,4.024390244
Trishul,sheetal,2,180.6666667,17,10.62745098
Trishul,kusum,3,210,37,5.675675676
Trishul,kamini,1,197,12,16.41666667
Trishul,geeta,5,422.5,51,8.284313725
Crook,suhani,0,549.5,104,5.283653846
Crook,girl,0,137.5,12,11.45833333
Tumhare Liye,kalavati,2,40,11,3.636363636
Tumhare Liye,gauri,11,335.3333333,102,3.287581699
Do Dooni Chaar,daughter,1,55,15,3.666666667
Aakrosh,geeta,0,403.5,67,6.02238806
Kajraare,baano,3,43,22,1.954545455
Kajraare,woman,2,88,25,3.52
Kajraare,nargis,13,124,113,1.097345133
Kajraare,singh,1,85,16,5.3125
Aangan Ki Kali,bhavana,10,669.5,62,10.7983871
Aangan Ki Kali,sunita,10,0,84,0
Hisss,woman,2,249.3333333,35,7.123809524
Jhootha Hi Sahi,krutika,1,27,10,2.7
Jhootha Hi Sahi,mishka,21,181.5,134,1.354477612
Jhootha Hi Sahi,omar,3,28,15,1.866666667
Golmaal 3,woman,1,261.8333333,25,10.47333333
Golmaal 3,daboo,3,95,52,1.826923077
Golmaal 3,geeta,6,15,93,0.161290323
Amar Deep,radha,7,466.4833333,65,7.176666667
Action Replayy,mother,1,296,20,14.8
Action Replayy,woman,1,54,8,6.75
Action Replayy,mona,9,477,50,9.54
Action Replayy,tanya,4,24,18,1.333333333
Action Replayy,mala,22,275,140,1.964285714
A Flat,preeti,4,152,34,4.470588235
A Flat,girl,1,219,13,16.84615385
A Flat,geethika,7,640,81,7.901234568
Guzaarish,sofia,6,39,33,1.181818182
Baton Baton Mein,rosie,14,351.5,129,2.724806202
Baton Baton Mein,nancy,14,517,153,3.379084967
Baton Baton Mein,daughter,1,95,18,5.277777778
Bhayaanak,woman,1,128,13,9.846153846
Bhayaanak,ranjeeta,16,112.6666667,136,0.828431373
Bhayaanak,girl,2,21,13,1.615384615
Bin Phere Hum Tere,kiran,2,7.333333333,5,1.466666667
Bin Phere Hum Tere,shikha,2,134.5,22,6.113636364
Bin Phere Hum Tere,jamuna,21,8463.228571,210,40.30108844
Break Ke Baad,mother,8,221.8619048,88,2.521158009
Break Ke Baad,ayesha,1,49,9,5.444444444
Break Ke Baad,aaliya,57,889.8333333,372,2.39202509
Khuda Kasam,neetu,3,14,29,0.482758621
Khelein Hum Jee Jaan Sey,surya,8,0,129,0
Khelein Hum Jee Jaan Sey,sen,12,1451.5,155,9.364516129
Khelein Hum Jee Jaan Sey,pritilata,4,0,37,0
Cinema Cinema,sridevi,10,83.33333333,60,1.388888889
Phas Gaye Re Obama,munni,8,291,73,3.98630137
Band Baaja Baaraat,shruti,89,7738.833333,574,13.48228804
Band Baaja Baaraat,kakkar,1,141,16,8.8125
Band Baaja Baaraat,girl,1,187,14,13.35714286
No Problem,sanjana,4,66.5,48,1.385416667
No Problem,kajal,11,161.1666667,105,1.534920635
Kaalo,shona,6,357.3333333,60,5.955555556
Kaalo,girl,3,350.6666667,45,7.792592593
Do Shikaari,sunita,4,128.3333333,34,3.774509804
Mirch,lavni,8,504.6666667,86,5.868217054
Mirch,seema,2,309.8333333,17,18.2254902
Mirch,anita,6,613.5,91,6.741758242
Mirch,manjul,16,57,148,0.385135135
Mirch,maya,7,184,92,2
Mirch,manjula,16,1221.916667,151,8.092163355
Mirch,ruchi,2,307,32,9.59375
Tees Maar Khan,johri,3,0,35,0
Tees Maar Khan,anya,3,527,57,9.245614035
Isi Life Mein,mother,5,994.502381,82,12.12807782
Isi Life Mein,rajnandini,33,5574.269048,215,25.92683278
Ada... A Way of Life,mother,1,43.5,10,4.35
Gol Maal,bhavani,24,317.8333333,175,1.816190476
Gol Maal,ratna,3,52,19,2.736842105
Gol Maal,urmila,11,29,40,0.725
The Great Gambler,mala,3,75.85714286,31,2.447004608
Hamare Tumhare,komal,3,82.33333333,17,4.843137255
Chandni Chowk to China,sakhi,3,67,17,3.941176471
Chandni Chowk to China,chiang,4,61,24,2.541666667
Raaz  The Mystery Continues,nandita,72,2173,535,4.061682243
Luck by Chance,actress,4,707,48,14.72916667
Luck by Chance,nikki,15,1608.266667,138,11.65410628
Luck by Chance,sona,13,1008.733333,288,3.502546296
Luck by Chance,neena,11,423,126,3.357142857
Luck by Chance,mishra,1,81,12,6.75
Victory,nandini,8,146.5,106,1.382075472
Jaani Dushman,jwala,9,307.5,74,4.155405405
The Stoneman Murders,manali,2,20,29,0.689655172
Delhi-6,woman,2,0,16,0
Delhi-6,annapurna,4,37,73,0.506849315
Delhi-6,roshan,53,1710,509,3.359528487
Delhi-6,bittu,19,1737,163,10.65644172
Delhi-6,jalebi,3,275.5,39,7.064102564
13B,priya,2,0,11,0
13B,woman,0,0,0,0
13B,chitra,5,222.8666667,59,3.77740113
Jhoota Kahin Ka,khanna,3,243,41,5.926829268
Jhoota Kahin Ka,woman,2,169.4380952,13,13.03369963
Dhoondte Reh Jaaoge,actress,2,103.5,34,3.044117647
Dhoondte Reh Jaaoge,neha,6,314.5,63,4.992063492
Jurmana,woman,0,0,0,0
Kaala Patthar,ravi,0,70,70,1
Little Zizou,liana,2,13,7,1.857142857
Little Zizou,khodaiji,5,85,58,1.465517241
Gulaal,girl,2,439,41,10.70731707
Gulaal,sudha,5,407,28,14.53571429
Gulaal,mother,3,54.38571429,38,1.431203008
Aloo Chaat,nikki,4,1793.411905,58,30.92089491
Aloo Chaat,girl,4,172.0833333,54,3.186728395
Khandan,usha,3,10,34,0.294117647
Khandan,savitri,2,87,20,4.35
Firaaq,woman,1,429.4833333,33,13.01464646
Firaaq,muneera,3,164,45,3.644444444
Straight,renu,5,186.8333333,60,3.113888889
Lok Parlok,savitri,2,122,17,7.176470588
8 x 10 Tasveer,sheila,6,502.6666667,67,7.502487562
8 x 10 Tasveer,savitri,3,5,22,0.227272727
Mata Velankanni,the,38,119,239,0.49790795
Mata Velankanni,mother,14,272,145,1.875862069
Mata Velankanni,mary,16,568.3238095,175,3.247564626
Mata Velankanni,daughter,1,35.8,8,4.475
Sanam Teri Kasam,seema,8,463,122,3.795081967
Let's Dance,suhani,1,62,13,4.769230769
Paying Guests,sweety,6,15,50,0.3
Paying Guests,kalpana,3,0,40,0
New York,mother,1,51,7,7.285714286
New York,maya,12,1495.166667,183,8.170309654
Kambakkht Ishq,simrita,23,653.5,249,2.624497992
Kambakkht Ishq,kamini,16,558.6666667,168,3.325396825
Jashnn,sara,3,36.66666667,74,0.495495495
Jashnn,sister,4,1473.7,106,13.90283019
Luck,ayesha,10,5689,107,53.1682243
Luck,shortcut,5,986.6666667,80,12.33333333
Luck,natasha,8,743.1,134,5.545522388
Luck,girl,2,202,33,6.121212121
Luck,sister,1,63.83333333,4,15.95833333
Love Aaj Kal,mother,2,68.16666667,24,2.840277778
Love Aaj Kal,vikram,7,79,34,2.323529412
Love Aaj Kal,meera,14,192,105,1.828571429
Love Aaj Kal,jo,4,193.5,40,4.8375
Love Aaj Kal,harleen,11,209.6666667,74,2.833333333
Teree Sang,maahi,10,115.5,90,1.283333333
Teree Sang,kabir,9,249,72,3.458333333
Kaminey,sweety,14,470,122,3.852459016
Kaminey,woman,1,23,7,3.285714286
Kaminey,bhope,29,2137.5,239,8.943514644
Kaminey,sister,2,500.3333333,36,13.89814815
Life Partner,anjali,1,1873.333333,36,52.03703704
Life Partner,prachi,9,1114.166667,107,10.41277259
Life Partner,sanjana,16,1607.833333,238,6.755602241
Daddy Cool,nancy,1,111,16,6.9375
Kisaan,priya,3,0,40,0
Kisaan,titli,1,2,3,0.666666667
Quick Gun Murugun,dolly,4,371,52,7.134615385
Quick Gun Murugun,mango,7,141,51,2.764705882
Yeh Mera India,sarika,5,94,61,1.540983607
Yeh Mera India,woman,1,271.8333333,28,9.708333333
Yeh Mera India,seema,6,696,50,13.92
Yeh Mera India,perizaad,3,0,28,0
Yeh Mera India,girl,2,122,22,5.545454545
Three  Love Lies and Betrayal,tanya,4,91.51666667,42,2.178968254
Aagey Se Right,mother,1,55.83333333,16,3.489583333
Aagey Se Right,soniya,2,75,14,5.357142857
Aagey Se Right,daughter,1,81.83333333,9,9.092592593
Aagey Se Right,bhatt,1,20,6,3.333333333
Aagey Se Right,pearl,4,99.33333333,24,4.138888889
Chintu Ji,woman,0,0,0,0
Fox,urvashi,6,42,77,0.545454545
Fox,sophie,4,234.3333333,49,4.782312925
Phir Kabhi,divya,4,133,57,2.333333333
Dil Bole Hadippa!,mother,4,68.66666667,33,2.080808081
Dil Bole Hadippa!,woman,3,382.8333333,45,8.507407407
Dil Bole Hadippa!,veera,17,150.3333333,212,0.709119497
Dil Bole Hadippa!,vicky,4,0,71,0
Wanted,jhanvi,10,413.1666667,64,6.455729167
Wanted,daughter,2,57.83333333,24,2.409722222
What's Your Raashee?,mother,1,100,15,6.666666667
What's Your Raashee?,sanjana,32,226,169,1.337278107
Do Knot Disturb,mother,2,71,16,4.4375
Do Knot Disturb,kiran,19,1276.166667,180,7.089814815
Do Knot Disturb,govardhan,26,347.5,187,1.85828877
Do Knot Disturb,mala,1,30,7,4.285714286
Do Knot Disturb,dolly,30,1774.5,206,8.61407767
Wake Up Sid,aisha,22,230.6666667,244,0.945355191
All The Best: Fun Begins,vidya,6,247.5,46,5.380434783
Blue,nikki,11,617.702381,111,5.564886315
Blue,woman,3,199.3333333,28,7.119047619
Blue,mona,8,491.3333333,84,5.849206349
Main Aurr Mrs Khanna,raina,30,796.1666667,288,2.764467593
Main Aurr Mrs Khanna,girl,1,62.66666667,15,4.177777778
London Dreams,priya,5,105,31,3.387096774
London Dreams,girl,1,242,18,13.44444444
Aladin,jasmine,14,442.8833333,111,3.98993994
Ajab Prem Ki Ghazab Kahani,mother,1,40,25,1.6
Ajab Prem Ki Ghazab Kahani,jenny,26,1774.974603,249,7.128412061
Jail,mother,1,630,26,24.23076923
Tum Mile,sanjana,16,383.5,111,3.454954955
Kurbaan,ahuja,0,153,17,9
Kurbaan,woman,0,0,0,0
Kurbaan,salma,0,605.6666667,129,4.695090439
Kurbaan,ehsaan,0,2069.333333,284,7.286384977
Kurbaan,avantika,0,1157.833333,451,2.567257945
Kurbaan,rehana,0,183.5,106,1.731132075
Kurbaan,khan,0,154,17,9.058823529
Kurbaan,aapa,0,121,78,1.551282051
De Dana Dan',anjali,7,78,65,1.2
De Dana Dan',kakkad,6,17,48,0.354166667
De Dana Dan',anu,2,55,16,3.4375
De Dana Dan',kuljeet,6,65.16666667,118,0.552259887
Radio,shanaya,8,214,53,4.037735849
Radio,pooja,6,86,66,1.303030303
Paa,amol,32,626.6666667,224,2.797619048
Paa,vidya,14,292,86,3.395348837
Rocket Singh: Salesman of the Year,sherena,3,30.33333333,20,1.516666667
Raat Gayi Baat Gayi?,woman,1,14,5,2.8
3 Idiots,mona,1,435,40,10.875
3 Idiots,pia,9,453.6666667,98,4.629251701
Accident on Hill Road,sonam,7,34,55,0.618181818
Bang Bang!,harleen,128,6687.583333,870,7.686877395
Singham Returns,avni,3,86.83333333,23,3.775362319
Holiday: A Soldier Is Never Off Duty,saiba,2,0,19,0
Holiday: A Soldier Is Never Off Duty,sister,3,384,30,12.8
Jai Ho,girl,1,197,17,11.58823529
Jai Ho,geeta,2,143,12,11.91666667
Ek Villain,aisha,32,1255.333333,222,5.654654655
Ek Villain,girl,1,409.5,21,19.5
Ek Villain,aditya,2,3,32,0.09375
Ek Villain,rathore,1,141.6666667,32,4.427083333
2 States,kavita,0,850.6666667,60,14.17777778
2 States,swaminathan,0,213,19,11.21052632
2 States,ananya,0,1219.833333,277,4.403730445
Manzil,mother,1,43.33333333,16,2.708333333
Manzil,moushumi,2,26,11,2.363636364
Manzil,lalita,2,0,30,0
Manzil,pawar,2,79,30,2.633333333
Humpty Sharma Ki Dulhania,kavya,61,2722.883333,399,6.824269006
Mr Joe B. Carvalho,girl,1,10,4,2.5
Mr Joe B. Carvalho,daughter,1,4,2,2
Meera,woman,1,15.33333333,6,2.555555556
Meera,meera,18,515,157,3.280254777
Meera,krishna,4,326,49,6.653061224
Dedh Ishqiya,the,67,0,553,0
Dedh Ishqiya,begum,20,812,281,2.889679715
Meri Biwi Ki Shaadi,priya,3,181,45,4.022222222
Yaariyan,jannet,1,169.6666667,16,10.60416667
Yaariyan,saloni,4,51,72,0.708333333
Nauker,mother,2,451.25,22,20.51136364
Nauker,durga,3,725,42,17.26190476
Nauker,daughter,2,160.7666667,24,6.698611111
Noorie,noorie,12,337.5,90,3.75
Noorie,khan,4,842,69,12.20289855
Noorie,nabi,3,115,37,3.108108108
Prem Bandhan,mehra,1,40.53333333,5,8.106666667
Prem Bandhan,mahua,12,429.3333333,150,2.862222222
Hasee Toh Phasee,meeta,27,835,337,2.477744807
Hasee Toh Phasee,karishma,24,317.5,176,1.803977273
Hasee Toh Phasee,girl,2,32,11,2.909090909
Hasee Toh Phasee,sister,2,125,22,5.681818182
Heartless,mother,2,35,23,1.52173913
Heartless,gayatri,3,0,58,0
Prem Vivah,woman,1,69,13,5.307692308
Prem Vivah,asha,13,190.3333333,91,2.091575092
Prem Vivah,bindiya,5,10,42,0.238095238
Ya Rab,daughter,1,34,11,3.090909091
Gunday,nandita,33,130,358,0.363128492
Darr @ the Mall,manchanda,5,151,43,3.511627907
Saanch Ko Aanch Nahin,mother,2,26,15,1.733333333
Saanch Ko Aanch Nahin,nirmala,9,165.1666667,65,2.541025641
Salaam Memsaab,radha,2,229,53,4.320754717
Sawan Ko Aane Do,niece,1,39,8,4.875
Highway,veera,12,90,137,0.656934307
Shaadi Ke Side Effects,mother,1,181,49,3.693877551
Shaadi Ke Side Effects,woman,1,230.3333333,25,9.213333333
Shaadi Ke Side Effects,trisha,27,776.3333333,277,2.802647413
Gulaab Gang,sumitra,9,6,84,0.071428571
Gulaab Gang,rajjo,14,140,155,0.903225806
Solva Sawan,sridevi,2,105,21,5
Solva Sawan,girl,1,112.5,13,8.653846154
Queen,woman,3,944.3333333,56,16.86309524
Queen,vijayalakshmi,13,273,79,3.455696203
Queen,vijay,13,356.3333333,121,2.944903581
Queen,rani,67,5312.65,526,10.10009506
Suhaag,durga,9,33,57,0.578947368
Suhaag,kishan,7,40,71,0.563380282
Suhaag,pascal,5,150,38,3.947368421
Total Siyapaa,woman,1,116,10,11.6
Bewakoofiyaan,mayera,19,187.5,171,1.096491228
W,woman,0,0,0,0
Ankhon Dekhi,daughter,2,133.5,31,4.306451613
Lakshmi,woman,0,248.5,15,16.56666667
Lakshmi,lakshmi,28,198,301,0.657807309
Lakshmi,suvarna,0,100,13,7.692307692
Lakshmi,jyothi,0,699.6666667,95,7.364912281
Lakshmi,girl,0,35.5,13,2.730769231
Lakshmi,amma,0,132,11,12
Aakrosh,sister,2,141,23,6.130434783
Ragini MMS 2,mother,3,103.6666667,50,2.073333333
Ragini MMS 2,actress,2,178.1666667,24,7.423611111
Ragini MMS 2,dr.,0,0,0,0
Ragini MMS 2,ragini,5,186,57,3.263157895
Ragini MMS 2,woman,3,216.3333333,66,3.277777778
Ragini MMS 2,dutta,5,354.5,86,4.122093023
Ragini MMS 2,sunny,8,20.5,97,0.211340206
Aanchal,woman,0,284,20,14.2
Aanchal,tulsi,0,40,10,4
Aap Ke Deewane,daughter,1,262,17,15.41176471
O Teri,monsoon,4,65.5,48,1.364583333
Aap To Aise Na The,varsha,11,240.8333333,98,2.457482993
Aasha,mother,2,72,16,4.5
Aasha,aasha,16,115.6666667,174,0.664750958
Aasha,mala,7,108,58,1.862068966
Aasha,girl,1,102,12,8.5
Abdullah,yashoda,2,101,26,3.884615385
Abdullah,woman,1,24.66666667,12,2.055555556
Main Tera Hero,ayesha,22,278.8333333,150,1.858888889
Main Tera Hero,sunaina,14,208,155,1.341935484
Main Tera Hero,daughter,4,212.7333333,57,3.732163743
Revolver Rani,revolver,8,24,87,0.275862069
Revolver Rani,alka,5,25,56,0.446428571
Samrat & Co.,dimpy,2,34,30,1.133333333
Purani Jeans,mother,4,111.5,25,4.46
Purani Jeans,nayantara,8,129.8333333,32,4.057291667
Purani Jeans,girl,1,282.6666667,27,10.4691358
Beqasoor,girl,2,200,48,4.166666667
Chakra,amma,16,1274.666667,113,11.28023599
The Xpose,actress,1,20,5,4
The Xpose,zara,19,1024.7,170,6.027647059
Heropanti,dimpy,43,541.1666667,306,1.768518519
Heropanti,sister,3,245.8333333,33,7.449494949
Heropanti,renu,26,859.8333333,203,4.235632184
Kochadaiiyaan,yamuna,6,34,56,0.607142857
Kochadaiiyaan,vadhana,11,113.6666667,126,0.902116402
Kochadaiiyaan,yaaghavi,2,69,28,2.464285714
Kochadaiiyaan,devi,2,245.3333333,39,6.290598291
City Lights,rakhi,5,211,37,5.702702703
City Lights,daughter,1,4,3,1.333333333
Holiday,saiba,0,0,19,0
Holiday,sister,0,388.6666667,30,12.95555556
Fugly,devi,6,42,25,1.68
Ek Baar Kaho,aarti,6,88,44,2
Machhli Jal Ki Rani Hai,ayesha,18,841.5,211,3.988151659
Machhli Jal Ki Rani Hai,woman,2,89.16666667,26,3.429487179
Machhli Jal Ki Rani Hai,girl,2,72.16666667,21,3.436507937
Machhli Jal Ki Rani Hai,urmi,4,11,10,1.1
Gehrayee,uma,10,1290.5,82,15.73780488
Humshakals,dr.,0,0,0,0
Humshakals,shanaya,2,110,39,2.820512821
Humshakals,khan,2,52,16,3.25
Humshakals,mishti,2,0,35,0
Humshakals,ashok,19,3999.633333,268,14.92400498
Bobby Jasoos,aamna,1,0,10,0
Bobby Jasoos,bobby,16,235,289,0.813148789
Bobby Jasoos,girl,1,89,18,4.944444444
Lekar Hum Deewana Dil,karishma,7,271,120,2.258333333
Hate Story 2,sonika,13,367.5,164,2.240853659
Hate Story 2,girl,8,125,68,1.838235294
Amit Sahni Ki List,woman,3,706,42,16.80952381
Judaai,krishna,4,74.5,38,1.960526316
Judaai,gauri,12,727.5,111,6.554054054
Judaai,daughter,5,647.8333333,53,12.22327044
Pizza,nikki,16,141.5,160,0.884375
Pizza,ghost,4,157.5,73,2.157534247
Pizza,girl,3,115,23,5
Pizza,daughter,2,38,27,1.407407407
Kick,mother,0,0,12,0
Kick,shaina,0,105,165,0.636363636
Jyoti Bane Jwala,malti,8,181,66,2.742424242
Entertainment,mother,3,106.5,23,4.630434783
Entertainment,sakshi,3,0,22,0
Entertainment,saakshi,11,326.6666667,112,2.916666667
Kali Ghata,rekha,21,497,168,2.958333333
Kali Ghata,rashmi,9,271.5,63,4.30952381
Kali Ghata,prem,8,70,56,1.25
Life is Beautiful!,woman,0,191.8333333,38,5.048245614
Mardaani,mother,1,5.5,5,1.1
Mardaani,shivani,33,897.3333333,281,3.193357058
Mardaani,girl,1,20,4,5
Mardaani,roy,1,382,30,12.73333333
Karz,mother,4,176.5,55,3.209090909
Karz,kabira,6,64.5,102,0.632352941
Karz,kamini,17,138.5,136,1.018382353
Karz,tina,10,190.6666667,81,2.353909465
Khubsoorat,middle,9,81.5,51,1.598039216
Khubsoorat,dayal,1,8,5,1.6
Khubsoorat,manju,27,659,192,3.432291667
Raja Natwarlal,a,5,172.3333333,121,1.424242424
Creature,ahana,0,388.7333333,181,2.147697974
Finding Fanny,,0,0,0,0
Finding Fanny,fanny,9,795,107,7.429906542
Finding Fanny,rosie,26,853.3333333,281,3.036773428
Finding Fanny,angie,42,1039.666667,366,2.840619308
Finding Fanny,eucharistica,3,722.5,47,15.37234043
Man Pasand,kamli,14,566,165,3.43030303
Man Pasand,girl,2,93,21,4.428571429
Daawat-E-Ishq,gullu,13,76,172,0.441860465
Daawat-E-Ishq,qadir,2,677.8333333,59,11.48870056
Daawat-E-Ishq,gulrez,1,0,25,0
Neeyat,mariam,15,1254,152,8.25
Khoobsurat,mother,0,128.8333333,49,2.629251701
Khoobsurat,nirmala,0,36,35,1.028571429
Khoobsurat,her,0,0,0,0
Khoobsurat,manju,1,37,20,1.85
Khoobsurat,ambar,0,97,45,2.155555556
Nishana,kavita,2,0,47,0
Nishana,janki,6,0,79,0
Nishana,devi,6,1069.5,81,13.2037037
3 A.M.,sarah,4,378.6380952,60,6.310634921
Chaarfutiya Chhokare,neha,9,213,124,1.717741935
Meinu Ek Ladki Chaahiye,daughter,1,34,8,4.25
Phir Wohi Raat,shobha,5,153,33,4.636363636
Haider,mother,0,413.5,101,4.094059406
Haider,ghazala,0,296,184,1.608695652
Haider,arshia,0,196.6666667,52,3.782051282
Qurbani,daughter,4,126.3333333,33,3.828282828
Qurbani,tina,3,51,19,2.684210526
Jigariyaa,radhika,2,0,38,0
Jigariyaa,girl,2,580.6666667,44,13.1969697
Ram Balram,mother,3,189,31,6.096774194
Ram Balram,girl,3,114,28,4.071428571
Red Rose,woman,2,457,38,12.02631579
Red Rose,sarada,2,0,35,0
Red Rose,sharada,9,1122,130,8.630769231
Red Rose,girl,0,0,0,0
Mumbai 125 KM 3D,diya,4,35,36,0.972222222
Mumbai 125 KM 3D,poonam,15,410,83,4.939759036
Saboot,asha,7,324,65,4.984615385
Sonali Cable,sonali,11,907.7,135,6.723703704
Happy New Year,grover,0,1176.166667,148,7.947072072
Happy New Year,vicky,0,102,72,1.416666667
Happy New Year,mother,0,1,2,0.5
Happy New Year,mohini,0,59,147,0.401360544
Happy New Year,nandu,0,222.5,40,5.5625
Super Nani,mother,7,1320.083333,57,23.15935673
Super Nani,woman,2,131.5,28,4.696428571
Super Nani,her,7,99,162,0.611111111
Super Nani,astha,2,114,35,3.257142857
Super Nani,bharti,19,325.1666667,202,1.609735974
Shaan,sheetal,5,180.6666667,64,2.822916667
Shaan,daughter,1,40,11,3.636363636
Sitara,sitara,2,0,24,0
A Decent Arrangement,woman,2,1056.5,34,31.07352941
Sparsh,kavita,0,558,195,2.861538462
Sparsh,woman,0,84,10,8.4
Sparsh,manju,0,51,62,0.822580645
The Shaukeens,woman,1,521.1666667,20,26.05833333
The Shaukeens,ahana,22,1796.583333,184,9.764039855
Takkar,sister,1,0,12,0
Kill Dil,disha,11,329.1666667,88,3.740530303
Happy Ending,aanchal,0,749.2047619,125,5.993638095
Happy Ending,vishakha,0,70.83333333,62,1.142473118
Happy Ending,yudi,0,3100.833333,339,9.147000983
Happy Ending,divya,0,316.9714286,25,12.67885714
The Burning Train,seema,8,1491,89,16.75280899
The Burning Train,sheetal,7,51,43,1.186046512
The Burning Train,neetu,0,0,0,0
Thodisi Bewafaii,woman,3,215,28,7.678571429
Thodisi Bewafaii,abhinandan,13,237.6666667,119,1.99719888
Thodisi Bewafaii,sister,1,195.8333333,28,6.994047619
Thodisi Bewafaii,neema,18,190.6666667,185,1.030630631
Ungli,mother,1,751.6981241,30,25.05660414
Ungli,maya,5,115,101,1.138613861
Zid,priya,0,203,145,1.4
Zid,nancy,0,462,144,3.208333333
Zid,sister,0,80.83333333,33,2.449494949
Zid,maya,0,951.5,511,1.862035225
Action Jackson,marina,0,989.3333333,61,16.21857923
Action Jackson,khushi,0,218.3333333,50,4.366666667
36 Chowringhee Lane,rosemary,1,63.5,13,4.884615385
36 Chowringhee Lane,violet,26,1143.5,204,5.605392157
Bhopal: A Prayer for Rain,eva,1,0,18,0
Bhopal: A Prayer for Rain,gascon,1,182,18,10.11111111
Mumbai Delhi Mumbai,mother,1,29,4,7.25
Mumbai Delhi Mumbai,kohli,1,136.3333333,14,9.738095238
Mumbai Delhi Mumbai,pia,7,1532,72,21.27777778
Mumbai Delhi Mumbai,girl,1,285,26,10.96153846
Sulemani Keeda,ruma,0,232,15,15.46666667
Lingaa,lakshmi,8,471,108,4.361111111
Ugly,mother,0,99,19,5.210526316
Ugly,woman,0,627.1666667,30,20.90555556
Ugly,siddhant,0,119,57,2.087719298
Ugly,shalini,0,159,142,1.11971831
Ugly,rakhee,0,55.33333333,55,1.006060606
Chashme Buddoor,neha,5,85,75,1.133333333
Dahshat,mrs.,0,0,0,0
Dahshat,woman,1,0,1,0
Dhanwan,asha,0,155,61,2.540983607
Dhuaan,gayatri,9,27,95,0.284210526
Dhuaan,sheela,3,89,38,2.342105263
Dhuaan,rani,1,0,14,0
Do Dil Diwane,rati,2,0,8,0
Do Dil Diwane,agnihotri,2,18,12,1.5
Ek Aur Ek Gyarah,mother,2,56,21,2.666666667
Ek Aur Ek Gyarah,sitara,5,148.3833333,73,2.032648402
Ek Aur Ek Gyarah,tara,5,220,82,2.682926829
Ek Aur Ek Gyarah,sister,2,65.03333333,15,4.335555556
Ek Duuje Ke Liye,mother,1,49.83333333,24,2.076388889
Ek Duuje Ke Liye,sandhya,4,71.5,42,1.702380952
Ek Duuje Ke Liye,sapna,12,79.66666667,115,0.692753623
Ek Hi Bhool,sadhana,11,38,59,0.644067797
Fiffty Fiffty,mary,5,476.4,76,6.268421053
Ghungroo Ki Awaaz,kajal,6,852.9333333,69,12.36135266
Hum Se Badkar Kaun,radha,2,0,24,0
Jeene Ki Arzoo,sister,1,56,13,4.307692308
Jyoti,gauri,8,28,65,0.430769231
Kaalia,mother,1,64,11,5.818181818
Kaalia,niece,2,38,18,2.111111111
Kaalia,girl,1,82.83333333,10,8.283333333
Kaalia,daughter,4,79.5,35,2.271428571
Kahani Ek Chor Ki,his,8,0,63,0
Kahani Ek Chor Ki,gauri,5,599.6666667,81,7.403292181
Kahani Ek Chor Ki,girl,3,657.3,28,23.475
Dhoom 3,victoria,1,269.6666667,24,11.23611111
Dhoom 3,aaliya,5,30.33333333,54,0.561728395
Dhoom 3,dixit,1,113,13,8.692307692
Dhoom 3,jai,2,0,39,0
Dhoom 3,ali,5,23,82,0.280487805
